ZIPCODE,Vehicle Count,The State Federal Information Processing System (FIPS) code,The State associated with the ZIP code,Number of returns [3],Number of single returns,Number of joint returns,Number of head of household returns,Number of electronically filed returns,Number of computer prepared paper returns,Number of returns with paid preparer's signature,Number of returns with direct deposit,Number of returns with virtual currency indicator,Number of individuals [4],Total number of volunteer prepared returns [5],Number of volunteer income tax assistance (VITA) prepared returns [5],Number of tax counseling for the elderly (TCE) prepared returns [5],Number of refund anticipation check returns [6],Number of elderly returns [7],Salaries and wages amount,Taxable interest amount,Ordinary dividends amount,Qualified dividends amount [9],State and local income tax refunds amount,Business or professional net income (less loss) amount,Net capital gain (less loss) amount,Taxable individual retirement arrangements distributions amount,Taxable pensions and annuities amount,Number of farm returns,Unemployment compensation amount [10],Taxable Social Security benefits amount,Partnership/S-corp net income (less loss) amount,Educator expenses amount,Self-employed (Keogh) retirement plans amount,Self-employed health insurance deduction amount,Individual retirement arrangement payments amount,Student loan interest deduction amount,Charitable contributions if took standard deduction,Basic standard deduction amount,Additional standard deduction amount,Total medical and dental expense deduction amount,State and local income taxes amount,State and local general sales tax amount,Real estate taxes amount,Personal property taxes amount,Limited state and local taxes,Home mortgage interest paid amount,Home mortgage from personal seller amount,Deductible points amount,Qualified mortgage insurance premiums amount,Investment interest paid amount,Total charitable contributions amount,Other non-limited miscellaneous deductions amount,Qualified business income deduction,Excess advance premium tax credit repayment amount,Foreign tax credit amount,Child and dependent care credit amount,Nonrefundable education credit amount,Retirement savings contribution credit amount,Nonrefundable child and other dependent credit amount,Residential energy tax credit amount,Self-employment tax amount,Advance premium tax credit amount,Earned income credit amount [12]  ,Excess earned income credit (refundable) amount [13]  ,Refundable child tax credit or additional child tax credit amount,Refundable education credit amount,Net premium tax credit amount,"Qualified sick and family leave credit for leave taken before April 1, 2021 amount",Refundable child and dependent care credit,"Qualified sick and family leave credit for leave taken after March 31, 2021",Recovery rebate credit amount [15],"Economic impact payment third round amount [16, 17]",Additional Medicare tax amount,Net investment income tax amount,Credited to next year’s estimated tax amount
23707,1,51,VA,6540.0,3370.0,1450.0,1530.0,6180.0,150.0,2070.0,5170.0,240.0,11630.0,40.0,0.0,40.0,1900.0,1350.0,241773.0,898.0,3073.0,2327.0,183.0,2843.0,7935.0,5339.0,29567.0,0.0,5412.0,9378.0,5564.0,29.0,0.0,86.0,270.0,197.0,577.0,100910.0,1621.0,2866.0,2431.0,22.0,1306.0,258.0,3104.0,2618.0,0.0,31.0,265.0,0.0,3618.0,0.0,1793.0,38.0,22.0,0.0,315.0,142.0,272.0,121.0,1033.0,977.0,5159.0,4196.0,5906.0,241.0,56.0,29.0,928.0,54.0,933.0,15204.0,17.0,292.0,246.0
27516,1,37,NC,18770.0,8470.0,8390.0,1490.0,17450.0,720.0,8340.0,9920.0,1030.0,37170.0,200.0,200.0,0.0,1440.0,5280.0,1705275.0,13642.0,94741.0,72972.0,437.0,106313.0,421490.0,84872.0,134839.0,105.0,9601.0,74409.0,173654.0,86.0,15631.0,6855.0,2655.0,418.0,2696.0,288382.0,6808.0,13590.0,46480.0,358.0,17899.0,1027.0,23847.0,26953.0,315.0,147.0,116.0,722.0,33364.0,276.0,29823.0,605.0,3326.0,120.0,1064.0,119.0,1222.0,825.0,16746.0,7183.0,3813.0,2778.0,11393.0,558.0,683.0,165.0,1770.0,194.0,2305.0,31201.0,4201.0,13974.0,14591.0
28305,1,37,NC,2860.0,1520.0,900.0,370.0,2720.0,60.0,1510.0,1700.0,120.0,4990.0,0.0,0.0,0.0,520.0,930.0,150049.0,2198.0,14617.0,8543.0,38.0,14475.0,101390.0,9048.0,21860.0,0.0,1464.0,11700.0,66808.0,17.0,523.0,1037.0,281.0,60.0,346.0,42030.0,1079.0,1499.0,7345.0,57.0,2240.0,128.0,3033.0,2488.0,0.0,6.0,0.0,313.0,6311.0,0.0,10781.0,51.0,200.0,0.0,141.0,38.0,145.0,6.0,2211.0,1153.0,1227.0,977.0,1681.0,72.0,40.0,0.0,262.0,0.0,345.0,5475.0,238.0,2171.0,2017.0
28307,1,37,NC,4910.0,1520.0,2650.0,320.0,4810.0,50.0,1720.0,4500.0,430.0,11960.0,0.0,0.0,0.0,1340.0,120.0,206218.0,148.0,938.0,526.0,20.0,365.0,3316.0,216.0,6521.0,0.0,1733.0,1022.0,0.0,6.0,0.0,0.0,89.0,165.0,321.0,95482.0,126.0,0.0,140.0,0.0,93.0,19.0,338.0,258.0,0.0,0.0,0.0,0.0,557.0,0.0,178.0,0.0,19.0,0.0,273.0,511.0,150.0,0.0,172.0,66.0,4708.0,3763.0,8326.0,180.0,0.0,0.0,809.0,0.0,1262.0,15553.0,0.0,0.0,0.0
28387,1,37,NC,7650.0,3690.0,2990.0,810.0,7200.0,250.0,3930.0,4290.0,390.0,13880.0,110.0,0.0,110.0,1060.0,2860.0,416317.0,4577.0,36986.0,24486.0,252.0,28093.0,100992.0,48863.0,83868.0,31.0,3389.0,40870.0,45786.0,37.0,1845.0,1890.0,818.0,195.0,1105.0,120120.0,4162.0,10141.0,8554.0,189.0,3294.0,242.0,6540.0,6260.0,0.0,17.0,146.0,150.0,10049.0,0.0,10615.0,275.0,393.0,32.0,285.0,76.0,273.0,54.0,4212.0,2992.0,2809.0,2277.0,4839.0,147.0,129.0,0.0,647.0,0.0,830.0,15347.0,598.0,2727.0,2891.0
28390,1,37,NC,9990.0,4340.0,3230.0,2050.0,9600.0,220.0,3960.0,7960.0,460.0,20080.0,60.0,60.0,0.0,3000.0,1540.0,390064.0,642.0,1853.0,1229.0,132.0,8641.0,8686.0,4786.0,52389.0,0.0,7471.0,12678.0,5045.0,53.0,0.0,138.0,309.0,317.0,893.0,170484.0,1988.0,1674.0,1758.0,72.0,991.0,133.0,2385.0,2525.0,0.0,0.0,108.0,0.0,3812.0,0.0,2240.0,85.0,16.0,63.0,607.0,250.0,492.0,215.0,2102.0,2902.0,7771.0,6299.0,11010.0,398.0,84.0,208.0,1363.0,252.0,1536.0,26380.0,78.0,70.0,136.0
28590,1,37,NC,13320.0,5640.0,5090.0,2120.0,12610.0,390.0,5990.0,8770.0,500.0,26100.0,80.0,80.0,0.0,2410.0,3120.0,745964.0,2405.0,11199.0,8673.0,236.0,20647.0,55097.0,21998.0,77593.0,30.0,6880.0,34108.0,60835.0,111.0,861.0,1917.0,1158.0,540.0,1840.0,218636.0,4156.0,5496.0,9327.0,109.0,3603.0,566.0,8471.0,8096.0,0.0,33.0,265.0,133.0,14001.0,389.0,11996.0,452.0,336.0,65.0,985.0,180.0,784.0,145.0,4286.0,10260.0,6041.0,4681.0,11248.0,556.0,248.0,80.0,2318.0,93.0,1590.0,31795.0,455.0,765.0,1643.0
29404,1,45,SC,820.0,420.0,340.0,40.0,820.0,0.0,210.0,740.0,130.0,1660.0,0.0,0.0,0.0,170.0,30.0,32042.0,12.0,47.0,24.0,0.0,17.0,197.0,0.0,1366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,47.0,14601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,53.0,80.0,0.0,0.0,0.0,0.0,474.0,374.0,928.0,28.0,0.0,0.0,111.0,0.0,187.0,2122.0,0.0,0.0,0.0
30030,1,13,GA,14220.0,7020.0,5470.0,1360.0,13310.0,400.0,6650.0,7450.0,840.0,27580.0,120.0,50.0,70.0,1470.0,3230.0,1488741.0,8490.0,54174.0,38888.0,694.0,66270.0,227644.0,47010.0,84842.0,27.0,9434.0,37962.0,220531.0,98.0,10767.0,6261.0,1543.0,462.0,1681.0,181561.0,3826.0,11894.0,44944.0,486.0,30089.0,506.0,30439.0,39001.0,510.0,357.0,133.0,673.0,34595.0,185.0,26121.0,383.0,1455.0,90.0,715.0,76.0,841.0,266.0,14460.0,4247.0,2775.0,2113.0,8084.0,356.0,429.0,624.0,1674.0,614.0,1443.0,20314.0,3863.0,6043.0,10853.0
30103,1,13,GA,7010.0,2930.0,2850.0,1030.0,6670.0,140.0,3530.0,4940.0,200.0,14210.0,0.0,0.0,0.0,1450.0,1380.0,324209.0,1029.0,2272.0,1506.0,202.0,9603.0,16575.0,7646.0,26161.0,138.0,4044.0,12372.0,15547.0,43.0,0.0,553.0,234.0,143.0,778.0,119563.0,1872.0,1941.0,2747.0,50.0,1180.0,110.0,2994.0,2511.0,0.0,55.0,105.0,0.0,5585.0,658.0,4143.0,163.0,9.0,27.0,333.0,130.0,418.0,82.0,1937.0,2128.0,3803.0,2841.0,6823.0,213.0,93.0,58.0,580.0,121.0,909.0,18526.0,75.0,318.0,308.0
30308,1,13,GA,10590.0,8420.0,1210.0,760.0,10100.0,240.0,3950.0,6930.0,970.0,13320.0,60.0,60.0,0.0,1810.0,890.0,880912.0,3246.0,23242.0,14647.0,396.0,26518.0,97139.0,13176.0,19888.0,0.0,8877.0,7459.0,45793.0,31.0,3295.0,1671.0,716.0,489.0,782.0,125802.0,769.0,3199.0,28703.0,168.0,8873.0,230.0,14800.0,14535.0,268.0,110.0,202.0,447.0,15361.0,899.0,9238.0,234.0,1638.0,0.0,721.0,47.0,188.0,77.0,5648.0,2525.0,2810.0,2155.0,2012.0,281.0,209.0,1042.0,444.0,1140.0,1170.0,12547.0,1599.0,2939.0,3968.0
31088,1,13,GA,26320.0,12230.0,8360.0,4970.0,25050.0,640.0,10630.0,19180.0,1060.0,49820.0,690.0,60.0,630.0,6380.0,5910.0,1144177.0,5697.0,12851.0,8810.0,1131.0,30300.0,59443.0,29791.0,237208.0,73.0,11737.0,56481.0,49970.0,173.0,796.0,1515.0,1500.0,667.0,2969.0,417678.0,7783.0,12332.0,12897.0,355.0,5138.0,806.0,14867.0,11551.0,0.0,56.0,474.0,170.0,28501.0,1271.0,12260.0,555.0,137.0,90.0,1771.0,478.0,1574.0,676.0,7678.0,8944.0,17071.0,13226.0,22783.0,1260.0,265.0,1712.0,4102.0,2026.0,3510.0,62863.0,300.0,777.0,1883.0
32506,1,12,FL,16800.0,8330.0,5200.0,2800.0,15790.0,540.0,6120.0,12640.0,760.0,30340.0,310.0,80.0,230.0,3630.0,4330.0,586295.0,4124.0,7683.0,5425.0,28.0,27934.0,49352.0,20009.0,117199.0,22.0,7455.0,37069.0,19573.0,50.0,426.0,853.0,947.0,311.0,1508.0,281765.0,5945.0,4764.0,483.0,828.0,1219.0,118.0,2237.0,2798.0,0.0,0.0,126.0,0.0,4211.0,2874.0,6470.0,499.0,60.0,43.0,619.0,285.0,658.0,1199.0,4593.0,7282.0,11270.0,8767.0,13268.0,440.0,334.0,386.0,1709.0,520.0,2044.0,39991.0,81.0,542.0,438.0
33131,1,12,FL,13770.0,8980.0,3290.0,820.0,12800.0,470.0,9290.0,6420.0,1820.0,20070.0,30.0,30.0,0.0,850.0,1900.0,2055837.0,56478.0,179193.0,92681.0,134.0,160834.0,1211639.0,30480.0,34875.0,0.0,9348.0,15777.0,565626.0,16.0,7846.0,5932.0,1479.0,294.0,1247.0,188141.0,1876.0,5625.0,60329.0,2367.0,19507.0,267.0,14181.0,18883.0,853.0,199.0,56.0,12981.0,37360.0,6928.0,68012.0,1378.0,33237.0,80.0,461.0,31.0,476.0,228.0,20269.0,10642.0,1850.0,864.0,2618.0,228.0,390.0,523.0,344.0,706.0,1817.0,15211.0,9500.0,43451.0,65815.0
33569,1,12,FL,13900.0,6230.0,5320.0,1960.0,13120.0,470.0,5940.0,9720.0,790.0,27160.0,130.0,80.0,50.0,2080.0,3040.0,757430.0,2338.0,8908.0,6125.0,26.0,21828.0,40403.0,25100.0,80395.0,20.0,8819.0,28635.0,39352.0,75.0,0.0,1288.0,1195.0,420.0,1708.0,233122.0,3957.0,4826.0,510.0,1619.0,4144.0,167.0,5645.0,7909.0,0.0,58.0,494.0,0.0,7287.0,1840.0,9772.0,586.0,179.0,122.0,884.0,191.0,976.0,945.0,4608.0,7168.0,5795.0,4071.0,11383.0,580.0,307.0,386.0,1813.0,436.0,1644.0,33537.0,232.0,730.0,1338.0
33621,1,12,FL,810.0,240.0,500.0,50.0,810.0,0.0,190.0,730.0,100.0,2340.0,20.0,20.0,0.0,140.0,30.0,48084.0,53.0,470.0,251.0,0.0,158.0,2732.0,0.0,2260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,32.0,90.0,16142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,2.0,0.0,56.0,60.0,35.0,0.0,41.0,0.0,460.0,336.0,1777.0,26.0,0.0,0.0,248.0,0.0,147.0,2992.0,0.0,0.0,0.0
34108,1,12,FL,8610.0,4160.0,3880.0,390.0,7920.0,400.0,6250.0,2870.0,350.0,13830.0,30.0,0.0,30.0,300.0,5340.0,1108435.0,92144.0,602453.0,484515.0,173.0,135003.0,2830683.0,279235.0,149792.0,22.0,4271.0,111682.0,698005.0,15.0,13335.0,9506.0,1337.0,54.0,1273.0,108292.0,6176.0,19858.0,65979.0,3950.0,52656.0,357.0,21548.0,23111.0,553.0,106.0,60.0,25343.0,236991.0,5364.0,120077.0,462.0,23436.0,0.0,185.0,33.0,213.0,143.0,15237.0,4471.0,962.0,623.0,1294.0,115.0,148.0,41.0,152.0,58.0,622.0,9736.0,7524.0,95230.0,168390.0
34242,1,12,FL,3730.0,1720.0,1800.0,110.0,3460.0,150.0,2840.0,1080.0,160.0,6110.0,0.0,0.0,0.0,70.0,2340.0,554256.0,41352.0,169473.0,134288.0,87.0,38901.0,844053.0,119154.0,59384.0,0.0,1192.0,42449.0,370068.0,6.0,3161.0,4441.0,799.0,0.0,579.0,47651.0,2898.0,6513.0,35251.0,1391.0,17639.0,85.0,9215.0,12086.0,350.0,38.0,0.0,5739.0,167149.0,802.0,77895.0,263.0,6353.0,0.0,69.0,9.0,100.0,45.0,5755.0,1490.0,218.0,128.0,326.0,43.0,71.0,0.0,0.0,0.0,269.0,3940.0,3645.0,29690.0,79023.0
36877,1,1,AL,5460.0,2170.0,2160.0,960.0,5250.0,110.0,3320.0,3840.0,160.0,10960.0,90.0,90.0,0.0,1130.0,1250.0,253657.0,1261.0,3384.0,2067.0,219.0,10534.0,9876.0,7619.0,36824.0,39.0,2090.0,12990.0,9340.0,43.0,0.0,422.0,347.0,149.0,811.0,92013.0,1721.0,1662.0,2344.0,150.0,630.0,106.0,2572.0,2720.0,0.0,46.0,49.0,0.0,5890.0,422.0,3546.0,103.0,12.0,0.0,369.0,94.0,312.0,74.0,2042.0,2544.0,3145.0,2362.0,5130.0,259.0,106.0,71.0,793.0,74.0,738.0,14057.0,62.0,144.0,303.0
40026,1,21,KY,2750.0,980.0,1520.0,210.0,2590.0,90.0,1470.0,1400.0,110.0,6070.0,0.0,0.0,0.0,180.0,720.0,282013.0,1380.0,16056.0,13696.0,75.0,13177.0,53926.0,13175.0,19215.0,41.0,1005.0,8975.0,35024.0,20.0,1331.0,1411.0,376.0,84.0,477.0,43485.0,956.0,782.0,9378.0,0.0,2889.0,228.0,3931.0,4794.0,0.0,0.0,0.0,149.0,8193.0,0.0,6128.0,0.0,113.0,0.0,183.0,18.0,220.0,17.0,2333.0,334.0,358.0,246.0,2239.0,98.0,21.0,0.0,366.0,0.0,327.0,5526.0,740.0,1462.0,2425.0
46802,1,18,IN,4610.0,3100.0,720.0,700.0,4370.0,120.0,1750.0,3370.0,190.0,7150.0,160.0,80.0,80.0,1010.0,700.0,186645.0,1151.0,5631.0,3896.0,14.0,7000.0,18303.0,3918.0,6385.0,0.0,3870.0,4202.0,20853.0,13.0,0.0,590.0,227.0,142.0,302.0,68104.0,810.0,468.0,2781.0,0.0,717.0,39.0,1158.0,741.0,0.0,0.0,0.0,0.0,4122.0,0.0,3943.0,34.0,50.0,0.0,153.0,55.0,116.0,7.0,1358.0,652.0,2911.0,2309.0,2989.0,111.0,62.0,150.0,236.0,166.0,628.0,8844.0,238.0,557.0,1128.0
46818,1,18,IN,11170.0,5170.0,4400.0,1350.0,10650.0,310.0,4750.0,7990.0,500.0,21630.0,160.0,60.0,100.0,1750.0,2600.0,588886.0,2052.0,5606.0,3766.0,76.0,15922.0,36225.0,21733.0,37947.0,75.0,6207.0,23955.0,31920.0,56.0,0.0,1295.0,679.0,462.0,1337.0,192781.0,3741.0,2449.0,3637.0,0.0,1009.0,124.0,2970.0,2177.0,0.0,0.0,67.0,0.0,4045.0,0.0,8806.0,200.0,59.0,61.0,613.0,151.0,523.0,122.0,3046.0,1799.0,4128.0,3098.0,10198.0,319.0,132.0,0.0,1106.0,0.0,1299.0,27969.0,223.0,464.0,821.0
48105,1,26,MI,15280.0,8270.0,6050.0,670.0,14000.0,600.0,6540.0,8210.0,1070.0,26700.0,110.0,40.0,70.0,900.0,4460.0,1345713.0,16754.0,102679.0,74729.0,251.0,69818.0,409804.0,112440.0,139852.0,58.0,12132.0,78991.0,157669.0,55.0,6367.0,4216.0,1924.0,410.0,2013.0,226875.0,6010.0,10459.0,36920.0,269.0,22784.0,428.0,18614.0,16885.0,312.0,30.0,26.0,3308.0,82311.0,1643.0,27964.0,154.0,7759.0,57.0,1137.0,84.0,698.0,634.0,9527.0,1723.0,1767.0,1287.0,6068.0,480.0,282.0,22.0,1075.0,45.0,1977.0,21869.0,3339.0,13013.0,24536.0
50219,1,19,IA,6300.0,2610.0,3300.0,330.0,6110.0,90.0,4300.0,3530.0,190.0,13170.0,70.0,70.0,0.0,460.0,2090.0,402578.0,5764.0,20918.0,16862.0,239.0,15172.0,52627.0,27083.0,29782.0,289.0,1757.0,27375.0,43615.0,57.0,584.0,2212.0,610.0,276.0,1210.0,103164.0,2842.0,5236.0,8571.0,136.0,4024.0,410.0,6338.0,3417.0,0.0,0.0,0.0,292.0,21066.0,0.0,10088.0,44.0,142.0,0.0,404.0,75.0,309.0,28.0,3033.0,1446.0,1054.0,772.0,5442.0,246.0,44.0,0.0,794.0,0.0,652.0,14942.0,399.0,1411.0,2006.0
55408,1,27,MN,17430.0,13330.0,2310.0,1490.0,16570.0,380.0,7160.0,11560.0,1180.0,24500.0,180.0,130.0,50.0,2300.0,1810.0,868882.0,3769.0,25202.0,17584.0,144.0,49104.0,136274.0,18887.0,25603.0,0.0,34596.0,15969.0,60811.0,45.0,2787.0,2241.0,799.0,1202.0,1085.0,238724.0,2036.0,2625.0,20182.0,68.0,5951.0,181.0,8543.0,7934.0,174.0,48.0,146.0,484.0,13578.0,294.0,11362.0,149.0,938.0,0.0,1270.0,115.0,521.0,105.0,7732.0,854.0,5339.0,3677.0,7452.0,574.0,439.0,330.0,444.0,327.0,2034.0,27449.0,894.0,3789.0,6623.0
60185,1,17,IL,16440.0,7860.0,6190.0,2130.0,15110.0,880.0,10390.0,11090.0,670.0,32350.0,150.0,80.0,70.0,1440.0,3660.0,903406.0,4988.0,20682.0,14951.0,127.0,31151.0,79218.0,37683.0,73536.0,0.0,20683.0,36873.0,97037.0,79.0,1481.0,2789.0,1694.0,400.0,2029.0,263615.0,4451.0,6074.0,10679.0,477.0,14038.0,162.0,13855.0,10579.0,175.0,89.0,381.0,426.0,20590.0,1200.0,17810.0,295.0,242.0,200.0,1142.0,197.0,1368.0,227.0,5935.0,3064.0,5377.0,3852.0,13229.0,748.0,304.0,274.0,822.0,277.0,2156.0,34859.0,734.0,2405.0,5411.0
60201,1,17,IL,17740.0,9690.0,6300.0,1430.0,16410.0,700.0,9970.0,8880.0,940.0,31000.0,120.0,40.0,80.0,1370.0,5930.0,1864125.0,22719.0,206498.0,146991.0,524.0,106663.0,1041297.0,173004.0,167489.0,21.0,19349.0,91643.0,264071.0,105.0,20458.0,11667.0,1819.0,385.0,2218.0,222854.0,6273.0,42120.0,87048.0,1178.0,48913.0,298.0,35664.0,35534.0,380.0,60.0,104.0,3924.0,94569.0,1719.0,32767.0,222.0,7893.0,145.0,1139.0,95.0,872.0,231.0,20927.0,2134.0,3190.0,2335.0,7340.0,464.0,383.0,407.0,1153.0,459.0,1814.0,22948.0,7698.0,23346.0,57473.0
60527,1,17,IL,14790.0,7380.0,5830.0,1250.0,13660.0,640.0,9700.0,7380.0,760.0,26630.0,160.0,30.0,130.0,950.0,5470.0,1330328.0,25395.0,141614.0,106126.0,245.0,102172.0,586693.0,141567.0,131685.0,22.0,19331.0,79677.0,619631.0,63.0,9958.0,8846.0,2423.0,276.0,2199.0,209034.0,7092.0,14970.0,71691.0,647.0,34063.0,242.0,23795.0,27963.0,281.0,30.0,85.0,5187.0,50629.0,5040.0,82171.0,437.0,5426.0,94.0,807.0,85.0,815.0,222.0,15185.0,4277.0,3504.0,2389.0,6448.0,486.0,382.0,278.0,741.0,329.0,1432.0,23593.0,4974.0,17201.0,49388.0
60605,1,17,IL,15590.0,10840.0,3620.0,630.0,14710.0,440.0,6460.0,9220.0,1690.0,21580.0,90.0,90.0,0.0,1510.0,2370.0,1749083.0,11867.0,61396.0,45513.0,235.0,60768.0,388653.0,46075.0,81061.0,0.0,14947.0,26715.0,153172.0,63.0,8126.0,4220.0,1500.0,706.0,1626.0,196690.0,2466.0,5685.0,50406.0,487.0,24579.0,271.0,26418.0,25648.0,261.0,56.0,140.0,2174.0,36099.0,2840.0,20874.0,152.0,3514.0,60.0,1061.0,51.0,337.0,133.0,12521.0,1467.0,1136.0,806.0,2400.0,282.0,232.0,522.0,587.0,531.0,1425.0,16495.0,4358.0,11629.0,30027.0
61201,1,17,IL,16170.0,8480.0,4500.0,2830.0,15280.0,440.0,7740.0,12130.0,330.0,29030.0,500.0,250.0,250.0,3330.0,4560.0,603054.0,4113.0,18361.0,13588.0,85.0,16311.0,65190.0,32790.0,112233.0,21.0,16165.0,40645.0,10576.0,67.0,0.0,1120.0,625.0,532.0,1578.0,265534.0,6627.0,4749.0,3051.0,144.0,2728.0,38.0,3551.0,1527.0,0.0,0.0,47.0,0.0,5790.0,790.0,5085.0,162.0,241.0,50.0,641.0,253.0,567.0,81.0,2995.0,2379.0,10000.0,7954.0,13691.0,452.0,212.0,645.0,981.0,728.0,2003.0,37619.0,262.0,829.0,2208.0
61822,1,17,IL,12460.0,5910.0,5030.0,1210.0,11690.0,360.0,5750.0,7790.0,630.0,23330.0,100.0,40.0,60.0,1420.0,3490.0,899814.0,7348.0,37903.0,27584.0,165.0,39812.0,179072.0,47575.0,136814.0,98.0,8998.0,38161.0,81453.0,77.0,2551.0,3214.0,1497.0,411.0,1702.0,199905.0,4828.0,6302.0,13390.0,322.0,9777.0,141.0,10467.0,6989.0,0.0,0.0,91.0,1053.0,23357.0,252.0,21182.0,179.0,998.0,135.0,846.0,114.0,656.0,366.0,6586.0,2860.0,3531.0,2672.0,8035.0,457.0,189.0,311.0,1405.0,345.0,1355.0,23932.0,1677.0,3688.0,7381.0
62281,1,17,IL,1400.0,540.0,720.0,110.0,1350.0,40.0,860.0,900.0,40.0,2900.0,0.0,0.0,0.0,120.0,380.0,99625.0,488.0,1544.0,1111.0,16.0,2792.0,5125.0,3540.0,12582.0,38.0,1015.0,4333.0,5064.0,15.0,0.0,144.0,0.0,41.0,194.0,24425.0,511.0,0.0,573.0,0.0,655.0,0.0,895.0,663.0,0.0,0.0,0.0,0.0,819.0,0.0,1437.0,0.0,7.0,0.0,101.0,8.0,86.0,31.0,636.0,224.0,173.0,120.0,1162.0,48.0,0.0,0.0,169.0,0.0,148.0,3136.0,53.0,38.0,116.0
64079,1,29,MO,6960.0,2940.0,3210.0,630.0,6650.0,180.0,3530.0,4300.0,380.0,14140.0,40.0,20.0,20.0,820.0,1780.0,480017.0,2835.0,8859.0,6344.0,171.0,17691.0,47887.0,19656.0,50305.0,148.0,2839.0,20720.0,89272.0,49.0,820.0,1801.0,512.0,216.0,964.0,117326.0,2520.0,2377.0,7738.0,80.0,2321.0,427.0,5048.0,4623.0,0.0,0.0,65.0,0.0,8989.0,1338.0,15784.0,128.0,67.0,0.0,441.0,63.0,417.0,130.0,2886.0,1680.0,1495.0,1077.0,5979.0,234.0,114.0,0.0,821.0,0.0,809.0,16112.0,452.0,1152.0,1482.0
65571,1,29,MO,830.0,320.0,410.0,90.0,760.0,30.0,530.0,550.0,0.0,1760.0,0.0,0.0,0.0,100.0,280.0,24910.0,148.0,181.0,146.0,0.0,1843.0,2411.0,561.0,4709.0,187.0,384.0,1280.0,1948.0,0.0,0.0,0.0,0.0,0.0,79.0,15498.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,0.0,0.0,0.0,13.0,12.0,29.0,0.0,326.0,577.0,619.0,456.0,856.0,0.0,39.0,0.0,0.0,0.0,84.0,2340.0,0.0,0.0,0.0
65583,1,29,MO,5780.0,2410.0,2470.0,720.0,5400.0,280.0,2330.0,4330.0,310.0,11900.0,260.0,260.0,0.0,1190.0,1160.0,240510.0,914.0,2001.0,1488.0,63.0,6634.0,9481.0,4148.0,49579.0,73.0,1761.0,9339.0,3290.0,43.0,0.0,164.0,200.0,180.0,518.0,103831.0,1575.0,822.0,735.0,0.0,308.0,52.0,931.0,862.0,0.0,0.0,0.0,0.0,1782.0,0.0,1529.0,71.0,6.0,0.0,379.0,116.0,300.0,71.0,1357.0,1843.0,3088.0,2335.0,6002.0,203.0,68.0,0.0,625.0,0.0,721.0,15911.0,15.0,83.0,160.0
66043,1,20,KS,4340.0,1950.0,1800.0,480.0,4030.0,120.0,1810.0,2940.0,170.0,8580.0,80.0,80.0,0.0,710.0,1150.0,215889.0,911.0,3809.0,2533.0,63.0,2683.0,11737.0,9728.0,53033.0,0.0,1282.0,13641.0,4951.0,29.0,0.0,173.0,166.0,113.0,516.0,73481.0,1603.0,1505.0,1382.0,100.0,1170.0,113.0,2099.0,1623.0,0.0,0.0,0.0,0.0,2745.0,309.0,1280.0,35.0,26.0,0.0,280.0,49.0,254.0,71.0,628.0,825.0,1377.0,1014.0,3774.0,136.0,33.0,0.0,399.0,0.0,481.0,10549.0,26.0,198.0,336.0
68135,1,31,NE,14110.0,5900.0,6930.0,1050.0,13430.0,390.0,6260.0,8740.0,760.0,29750.0,60.0,30.0,30.0,1210.0,2870.0,1141737.0,4581.0,27690.0,21257.0,380.0,29771.0,110514.0,39777.0,71518.0,40.0,2796.0,37072.0,85548.0,135.0,2464.0,2878.0,1543.0,544.0,2403.0,235660.0,3683.0,5245.0,10236.0,511.0,8546.0,863.0,12956.0,8967.0,0.0,41.0,231.0,138.0,15487.0,2573.0,17577.0,299.0,210.0,245.0,1138.0,97.0,1115.0,152.0,5447.0,3878.0,1975.0,1401.0,12997.0,632.0,247.0,20.0,2718.0,22.0,1642.0,31211.0,902.0,2490.0,2947.0
70037,1,22,LA,6980.0,3020.0,2790.0,1040.0,6540.0,250.0,4120.0,4760.0,290.0,14060.0,30.0,30.0,0.0,1070.0,1530.0,398640.0,2821.0,9473.0,6771.0,172.0,22361.0,39771.0,20490.0,42070.0,60.0,4197.0,15547.0,68472.0,42.0,2714.0,1848.0,799.0,164.0,975.0,108163.0,1770.0,1746.0,5155.0,123.0,1156.0,56.0,3380.0,4166.0,0.0,0.0,42.0,0.0,4460.0,19431.0,13432.0,198.0,51.0,51.0,457.0,126.0,571.0,49.0,4546.0,1583.0,2968.0,2152.0,6252.0,306.0,95.0,269.0,912.0,328.0,1018.0,15756.0,337.0,1275.0,5471.0
