ZIPCODE,Vehicle Count,The State Federal Information Processing System (FIPS) code,The State associated with the ZIP code,Number of returns [3],Number of single returns,Number of joint returns,Number of head of household returns,Number of electronically filed returns,Number of computer prepared paper returns,Number of returns with paid preparer's signature,Number of returns with direct deposit,Number of returns with virtual currency indicator,Number of individuals [4],Total number of volunteer prepared returns [5],Number of volunteer income tax assistance (VITA) prepared returns [5],Number of tax counseling for the elderly (TCE) prepared returns [5],Number of refund anticipation check returns [6],Number of elderly returns [7],Salaries and wages amount,Taxable interest amount,Ordinary dividends amount,Qualified dividends amount [9],State and local income tax refunds amount,Business or professional net income (less loss) amount,Net capital gain (less loss) amount,Taxable individual retirement arrangements distributions amount,Taxable pensions and annuities amount,Number of farm returns,Unemployment compensation amount [10],Taxable Social Security benefits amount,Partnership/S-corp net income (less loss) amount,Educator expenses amount,Self-employed (Keogh) retirement plans amount,Self-employed health insurance deduction amount,Individual retirement arrangement payments amount,Student loan interest deduction amount,Charitable contributions if took standard deduction,Basic standard deduction amount,Additional standard deduction amount,Total medical and dental expense deduction amount,State and local income taxes amount,State and local general sales tax amount,Real estate taxes amount,Personal property taxes amount,Limited state and local taxes,Home mortgage interest paid amount,Home mortgage from personal seller amount,Deductible points amount,Qualified mortgage insurance premiums amount,Investment interest paid amount,Total charitable contributions amount,Other non-limited miscellaneous deductions amount,Qualified business income deduction,Excess advance premium tax credit repayment amount,Foreign tax credit amount,Child and dependent care credit amount,Nonrefundable education credit amount,Retirement savings contribution credit amount,Nonrefundable child and other dependent credit amount,Residential energy tax credit amount,Self-employment tax amount,Advance premium tax credit amount,Earned income credit amount [12]  ,Excess earned income credit (refundable) amount [13]  ,Refundable child tax credit or additional child tax credit amount,Refundable education credit amount,Net premium tax credit amount,"Qualified sick and family leave credit for leave taken before April 1, 2021 amount",Refundable child and dependent care credit,"Qualified sick and family leave credit for leave taken after March 31, 2021",Recovery rebate credit amount [15],"Economic impact payment third round amount [16, 17]",Additional Medicare tax amount,Net investment income tax amount,Credited to next year’s estimated tax amount
80925,1,8,CO,7780.0,2770.0,3900.0,780.0,7500.0,150.0,2980.0,5820.0,600.0,17620.0,80.0,80.0,0.0,1650.0,830.0,450335.0,561.0,1420.0,860.0,160.0,10120.0,9903.0,6085.0,37735.0,0.0,5634.0,7683.0,7515.0,39.0,0.0,180.0,552.0,368.0,707.0,139462.0,993.0,1342.0,2183.0,100.0,1711.0,233.0,3767.0,5586.0,0.0,120.0,1065.0,0.0,2550.0,434.0,2892.0,40.0,8.0,67.0,706.0,198.0,411.0,850.0,1897.0,263.0,2900.0,2090.0,9879.0,384.0,38.0,85.0,1390.0,81.0,1162.0,23170.0,31.0,91.0,71.0
83854,1,16,ID,23880.0,11060.0,10230.0,2310.0,22580.0,680.0,9400.0,15760.0,1210.0,47100.0,670.0,0.0,670.0,3650.0,6110.0,1144281.0,8588.0,18769.0,12640.0,549.0,55510.0,147033.0,51529.0,122835.0,84.0,19523.0,59673.0,128338.0,82.0,1748.0,3981.0,2408.0,595.0,2864.0,401325.0,8610.0,8339.0,16158.0,690.0,6980.0,249.0,13335.0,17621.0,120.0,279.0,573.0,762.0,21749.0,2902.0,29795.0,564.0,182.0,120.0,920.0,303.0,1058.0,176.0,9603.0,6150.0,8494.0,5991.0,21109.0,563.0,586.0,85.0,1825.0,67.0,2894.0,59570.0,515.0,3054.0,4562.0
84074,1,49,UT,25130.0,10770.0,11100.0,2770.0,24010.0,660.0,11000.0,17950.0,1120.0,55510.0,250.0,80.0,170.0,3990.0,4150.0,1421746.0,3545.0,6292.0,3986.0,537.0,20507.0,72509.0,21981.0,111208.0,142.0,7301.0,35952.0,77617.0,128.0,369.0,1676.0,1157.0,548.0,3270.0,408362.0,5359.0,6869.0,17996.0,399.0,8646.0,513.0,21377.0,23540.0,257.0,285.0,1412.0,0.0,35210.0,1821.0,15804.0,650.0,106.0,142.0,1485.0,401.0,1624.0,2019.0,5011.0,7546.0,8384.0,6224.0,31237.0,941.0,387.0,59.0,1152.0,32.0,3546.0,71161.0,401.0,1366.0,1565.0
84115,1,49,UT,13390.0,8930.0,2650.0,1530.0,12730.0,340.0,5700.0,9450.0,950.0,20760.0,330.0,290.0,40.0,2140.0,1450.0,596869.0,2136.0,3535.0,2430.0,138.0,22640.0,31693.0,5496.0,16722.0,0.0,5985.0,6678.0,35212.0,31.0,0.0,494.0,762.0,416.0,893.0,197480.0,1634.0,1392.0,5426.0,27.0,1872.0,102.0,5383.0,6449.0,0.0,46.0,340.0,0.0,4130.0,373.0,8728.0,391.0,50.0,58.0,902.0,192.0,419.0,228.0,3947.0,5170.0,5356.0,4093.0,7628.0,478.0,263.0,98.0,474.0,118.0,1736.0,25098.0,114.0,797.0,2694.0
84121,1,49,UT,20130.0,10160.0,8290.0,1330.0,18750.0,770.0,10130.0,11110.0,1310.0,36690.0,200.0,130.0,70.0,1670.0,6030.0,1537389.0,34116.0,85788.0,61960.0,534.0,68473.0,1407062.0,89553.0,122185.0,28.0,8239.0,84145.0,376942.0,71.0,4075.0,6007.0,2183.0,414.0,2570.0,291026.0,7985.0,8719.0,56156.0,373.0,16168.0,359.0,29443.0,32249.0,440.0,305.0,320.0,3227.0,87989.0,2411.0,66491.0,1036.0,2251.0,99.0,1181.0,155.0,999.0,684.0,11700.0,8556.0,3520.0,2500.0,11270.0,667.0,573.0,24.0,1003.0,48.0,2244.0,37575.0,3244.0,43280.0,35285.0
85086,2,4,AZ,19380.0,8350.0,9190.0,1550.0,18100.0,690.0,9690.0,10740.0,1090.0,37670.0,200.0,40.0,160.0,1580.0,6020.0,1349688.0,9617.0,34309.0,22431.0,1240.0,74936.0,247286.0,94129.0,154280.0,40.0,10750.0,82546.0,169852.0,107.0,4481.0,6164.0,2426.0,451.0,2654.0,300972.0,8174.0,15357.0,21912.0,1301.0,12376.0,1615.0,22667.0,31576.0,460.0,353.0,489.0,605.0,26711.0,5398.0,39351.0,552.0,1169.0,77.0,1130.0,124.0,1364.0,2335.0,12036.0,4105.0,3346.0,2239.0,12448.0,673.0,447.0,119.0,1176.0,92.0,2410.0,39483.0,1560.0,4948.0,9124.0
85119,1,4,AZ,10090.0,4960.0,3940.0,1030.0,9480.0,350.0,4500.0,6470.0,320.0,17730.0,250.0,40.0,210.0,1410.0,3890.0,405734.0,2774.0,7345.0,4946.0,298.0,18053.0,49473.0,30885.0,72649.0,21.0,6767.0,36089.0,24031.0,28.0,0.0,997.0,610.0,163.0,1122.0,169046.0,5825.0,4771.0,2903.0,308.0,1911.0,322.0,4143.0,6025.0,0.0,85.0,215.0,0.0,3612.0,3352.0,6586.0,169.0,64.0,0.0,299.0,110.0,397.0,562.0,3052.0,2232.0,3514.0,2567.0,5789.0,163.0,130.0,0.0,397.0,0.0,1101.0,22692.0,136.0,725.0,1406.0
85250,1,4,AZ,9050.0,5780.0,2520.0,590.0,8450.0,300.0,4860.0,4530.0,570.0,13510.0,190.0,90.0,100.0,690.0,3310.0,594010.0,13916.0,46167.0,32458.0,552.0,46259.0,281141.0,48009.0,55886.0,25.0,6017.0,40560.0,68435.0,39.0,3418.0,3672.0,1202.0,219.0,1090.0,122232.0,4227.0,7847.0,23410.0,544.0,5487.0,469.0,10245.0,15026.0,0.0,111.0,162.0,2267.0,14211.0,2331.0,20952.0,254.0,1232.0,0.0,366.0,47.0,310.0,288.0,7145.0,1870.0,1030.0,644.0,2341.0,170.0,179.0,0.0,339.0,0.0,744.0,13692.0,976.0,8921.0,14580.0
85281,1,4,AZ,26230.0,20190.0,3150.0,2550.0,25140.0,550.0,8070.0,19690.0,2310.0,34610.0,390.0,330.0,60.0,5110.0,2410.0,1080013.0,5269.0,19642.0,14086.0,337.0,38314.0,153863.0,29044.0,42623.0,0.0,16837.0,21179.0,47311.0,70.0,987.0,1505.0,1088.0,1101.0,1592.0,365120.0,2814.0,8897.0,6751.0,242.0,2729.0,261.0,5681.0,6540.0,0.0,32.0,271.0,875.0,7569.0,2129.0,13066.0,167.0,470.0,23.0,2439.0,245.0,555.0,263.0,6450.0,2455.0,9008.0,6770.0,9766.0,1718.0,281.0,461.0,842.0,982.0,4102.0,40602.0,449.0,4638.0,5214.0
89029,1,32,NV,3880.0,2100.0,1240.0,460.0,3580.0,130.0,1950.0,2430.0,100.0,6290.0,90.0,90.0,0.0,630.0,1920.0,96423.0,3211.0,8057.0,5171.0,38.0,4137.0,42871.0,12512.0,52139.0,0.0,6043.0,19138.0,8243.0,5.0,0.0,188.0,128.0,30.0,333.0,61364.0,2781.0,1072.0,951.0,317.0,934.0,132.0,1613.0,1890.0,0.0,0.0,0.0,0.0,4083.0,6334.0,3729.0,32.0,47.0,0.0,52.0,54.0,110.0,474.0,812.0,666.0,1796.0,1469.0,1787.0,42.0,37.0,0.0,70.0,0.0,359.0,7924.0,65.0,1714.0,2349.0
89118,1,32,NV,11720.0,6950.0,2800.0,1720.0,10980.0,420.0,6570.0,7750.0,540.0,19330.0,70.0,30.0,40.0,1700.0,2300.0,497678.0,8655.0,12117.0,8153.0,42.0,46313.0,222606.0,12016.0,39641.0,0.0,46835.0,17215.0,135797.0,26.0,463.0,1288.0,717.0,185.0,1137.0,175752.0,2631.0,4458.0,3971.0,1754.0,3473.0,515.0,5122.0,7940.0,342.0,117.0,219.0,2162.0,18770.0,11962.0,24674.0,380.0,1114.0,33.0,548.0,128.0,540.0,661.0,6128.0,5009.0,4948.0,3344.0,7032.0,385.0,296.0,549.0,1016.0,751.0,1386.0,24028.0,505.0,4133.0,11484.0
89129,1,32,NV,26400.0,13750.0,8340.0,3690.0,24760.0,860.0,12760.0,17550.0,1250.0,47170.0,180.0,50.0,130.0,3770.0,6180.0,1380638.0,8721.0,25873.0,19154.0,122.0,60185.0,188742.0,50276.0,168447.0,0.0,63565.0,58679.0,205109.0,163.0,1764.0,3823.0,2339.0,634.0,2952.0,407682.0,7554.0,9605.0,3764.0,5082.0,8992.0,1610.0,14639.0,24345.0,415.0,381.0,908.0,799.0,31460.0,31426.0,35542.0,584.0,513.0,114.0,1560.0,282.0,1505.0,2631.0,11666.0,5017.0,9188.0,6557.0,17376.0,976.0,531.0,1115.0,2232.0,1351.0,2893.0,56175.0,1145.0,4157.0,10564.0
89131,1,32,NV,23560.0,10680.0,9740.0,2620.0,22030.0,780.0,11110.0,15010.0,1110.0,45840.0,140.0,30.0,110.0,2750.0,6050.0,1475271.0,9780.0,25002.0,17464.0,118.0,55995.0,182239.0,56636.0,230424.0,26.0,41806.0,71192.0,137738.0,181.0,1644.0,4344.0,2086.0,492.0,2989.0,365447.0,7850.0,11069.0,3891.0,7378.0,12933.0,2318.0,21026.0,35020.0,596.0,626.0,730.0,696.0,37310.0,52136.0,29111.0,418.0,330.0,165.0,1394.0,213.0,1573.0,3526.0,9452.0,3379.0,5939.0,4236.0,17244.0,898.0,381.0,584.0,1861.0,655.0,2862.0,51010.0,1040.0,4329.0,6788.0
89138,1,32,NV,11410.0,4710.0,5400.0,1060.0,10720.0,400.0,6800.0,5600.0,900.0,23570.0,0.0,0.0,0.0,600.0,2340.0,1453487.0,13256.0,53030.0,41395.0,180.0,107530.0,520136.0,51460.0,87780.0,0.0,20043.0,29091.0,301247.0,67.0,7045.0,5891.0,2196.0,230.0,1394.0,156010.0,2477.0,5938.0,20845.0,5921.0,19198.0,1936.0,23232.0,40394.0,436.0,366.0,166.0,2004.0,38395.0,50233.0,41192.0,533.0,3326.0,81.0,593.0,57.0,890.0,1680.0,12097.0,3613.0,1565.0,1035.0,7135.0,380.0,322.0,107.0,817.0,103.0,1250.0,18418.0,4505.0,15630.0,16172.0
89521,1,32,NV,20440.0,9700.0,8690.0,1680.0,19190.0,680.0,9410.0,11510.0,1160.0,38100.0,60.0,0.0,60.0,1860.0,6170.0,1639001.0,23993.0,71235.0,54692.0,197.0,94305.0,418885.0,88833.0,174545.0,29.0,18844.0,78335.0,327424.0,93.0,5826.0,6670.0,2711.0,458.0,2475.0,319442.0,8292.0,10126.0,14295.0,4959.0,13980.0,1432.0,18682.0,31258.0,487.0,355.0,423.0,3926.0,28494.0,47001.0,52271.0,778.0,1899.0,105.0,994.0,129.0,938.0,689.0,15271.0,5315.0,3292.0,2333.0,12348.0,561.0,506.0,41.0,2033.0,60.0,2266.0,38570.0,2908.0,13285.0,26584.0
90064,1,6,CA,15090.0,9000.0,4950.0,830.0,14030.0,540.0,9810.0,6180.0,1260.0,25160.0,90.0,40.0,50.0,750.0,4210.0,2205452.0,94366.0,310000.0,220505.0,1194.0,123953.0,1916602.0,73898.0,107546.0,0.0,34352.0,57695.0,1142717.0,54.0,26543.0,16027.0,2455.0,313.0,1511.0,171206.0,4136.0,25532.0,430172.0,903.0,72219.0,1552.0,38047.0,62979.0,2072.0,500.0,48.0,31531.0,296461.0,7767.0,65946.0,611.0,39234.0,42.0,555.0,58.0,660.0,512.0,35487.0,4500.0,1477.0,822.0,3640.0,277.0,689.0,263.0,566.0,220.0,1134.0,17745.0,12305.0,70141.0,143965.0
90249,1,6,CA,13610.0,7610.0,3410.0,2390.0,12490.0,690.0,9350.0,8550.0,580.0,23880.0,90.0,60.0,30.0,1600.0,3320.0,619370.0,1749.0,4529.0,2993.0,1120.0,19309.0,25293.0,15833.0,70028.0,0.0,35827.0,22095.0,18971.0,54.0,178.0,705.0,1022.0,222.0,1345.0,192925.0,3643.0,5309.0,12824.0,550.0,9980.0,1106.0,16290.0,21166.0,506.0,353.0,339.0,0.0,10804.0,1439.0,6045.0,318.0,33.0,146.0,741.0,141.0,1041.0,440.0,4463.0,3945.0,5560.0,3809.0,8578.0,528.0,442.0,769.0,1189.0,1147.0,1497.0,28032.0,173.0,463.0,638.0
90620,1,6,CA,22770.0,11510.0,8100.0,2720.0,21220.0,990.0,15060.0,13920.0,1140.0,42330.0,190.0,100.0,90.0,1730.0,5560.0,1250753.0,4884.0,9997.0,6636.0,1835.0,36150.0,56029.0,33821.0,97896.0,0.0,57658.0,43228.0,53222.0,115.0,1141.0,2027.0,3943.0,470.0,2836.0,330590.0,6475.0,7351.0,33012.0,1129.0,19868.0,1942.0,31539.0,44187.0,1340.0,1131.0,895.0,494.0,19266.0,5163.0,14971.0,862.0,317.0,339.0,1517.0,251.0,1894.0,1205.0,7109.0,9316.0,6044.0,4151.0,14170.0,878.0,794.0,417.0,1441.0,358.0,2430.0,49396.0,387.0,958.0,2771.0
90713,1,6,CA,14330.0,7050.0,5570.0,1470.0,13370.0,610.0,9250.0,8390.0,670.0,26550.0,70.0,30.0,40.0,1030.0,3820.0,982920.0,3064.0,9010.0,5981.0,1611.0,24820.0,38185.0,33893.0,116376.0,0.0,29913.0,41697.0,25955.0,169.0,1092.0,1650.0,1357.0,248.0,1865.0,187264.0,4522.0,8616.0,30058.0,1290.0,21353.0,2058.0,32486.0,44706.0,982.0,1212.0,531.0,92.0,18596.0,2137.0,8709.0,342.0,62.0,242.0,862.0,95.0,1076.0,625.0,4417.0,2836.0,2347.0,1604.0,8363.0,498.0,406.0,418.0,1145.0,436.0,1534.0,27734.0,392.0,631.0,772.0
90802,1,6,CA,20310.0,14670.0,2940.0,2310.0,19010.0,620.0,10400.0,12900.0,1370.0,28280.0,220.0,150.0,70.0,2860.0,2820.0,1152235.0,4069.0,18685.0,14151.0,998.0,42775.0,103226.0,22919.0,57194.0,0.0,53031.0,20155.0,51878.0,94.0,2466.0,1945.0,1268.0,608.0,1721.0,268217.0,2639.0,10547.0,36400.0,702.0,12374.0,918.0,21171.0,22096.0,609.0,545.0,348.0,721.0,12032.0,2729.0,14431.0,544.0,461.0,53.0,1017.0,135.0,660.0,155.0,7867.0,3841.0,5446.0,3776.0,6648.0,539.0,554.0,847.0,824.0,1179.0,2079.0,30871.0,785.0,2962.0,3396.0
91335,1,6,CA,35490.0,19790.0,9940.0,5100.0,33050.0,1550.0,25510.0,21000.0,1690.0,62940.0,500.0,460.0,40.0,2680.0,6890.0,1498752.0,4716.0,11285.0,7242.0,2093.0,112496.0,56831.0,25048.0,79885.0,0.0,107995.0,40637.0,70052.0,118.0,1681.0,3380.0,3391.0,586.0,3302.0,527961.0,7405.0,13171.0,25441.0,1074.0,20800.0,1586.0,32434.0,46453.0,926.0,712.0,1078.0,217.0,14284.0,5786.0,22067.0,1528.0,219.0,272.0,1957.0,327.0,2515.0,1594.0,17576.0,14022.0,14767.0,9338.0,22013.0,1206.0,1311.0,646.0,1838.0,768.0,3856.0,75073.0,377.0,1033.0,2471.0
91913,1,6,CA,26490.0,11260.0,11230.0,3320.0,25160.0,840.0,15550.0,17230.0,1870.0,56730.0,190.0,190.0,0.0,2930.0,4240.0,1846663.0,4204.0,9302.0,6223.0,2007.0,36717.0,76457.0,28114.0,170791.0,0.0,54241.0,39565.0,56503.0,158.0,1498.0,2148.0,2138.0,600.0,2556.0,368712.0,4347.0,11191.0,43956.0,2403.0,46846.0,2677.0,53815.0,78785.0,790.0,1761.0,2514.0,204.0,28488.0,14183.0,16855.0,702.0,4854.0,433.0,2102.0,355.0,2800.0,2814.0,8664.0,5606.0,6847.0,4742.0,23602.0,1300.0,634.0,304.0,2831.0,319.0,3662.0,62269.0,833.0,1547.0,1630.0
92056,1,6,CA,27710.0,14320.0,10470.0,2350.0,25870.0,1060.0,15140.0,15760.0,1520.0,49110.0,570.0,240.0,330.0,2530.0,8960.0,1531738.0,10095.0,37338.0,24367.0,1788.0,69514.0,154672.0,95550.0,224986.0,0.0,53172.0,98487.0,56244.0,144.0,3130.0,4581.0,3163.0,513.0,3100.0,404536.0,11360.0,18539.0,39239.0,1151.0,23405.0,1633.0,38280.0,51037.0,525.0,944.0,1163.0,226.0,23950.0,6128.0,20842.0,952.0,641.0,165.0,1163.0,284.0,1421.0,2150.0,11217.0,7958.0,5758.0,3846.0,14850.0,657.0,946.0,128.0,1708.0,138.0,2968.0,55005.0,917.0,3070.0,3651.0
92058,1,6,CA,16890.0,6790.0,7540.0,1770.0,16070.0,440.0,8080.0,12280.0,1250.0,35300.0,660.0,520.0,140.0,2810.0,2600.0,791081.0,1843.0,5201.0,3487.0,565.0,19418.0,27036.0,12238.0,59165.0,0.0,28836.0,19771.0,10473.0,47.0,248.0,723.0,937.0,364.0,1363.0,293920.0,3178.0,3437.0,7907.0,335.0,5237.0,477.0,9423.0,12806.0,164.0,153.0,364.0,0.0,5884.0,1068.0,5242.0,306.0,65.0,95.0,905.0,886.0,852.0,533.0,3430.0,3175.0,7794.0,5677.0,18177.0,534.0,334.0,144.0,1828.0,451.0,2882.0,44383.0,129.0,430.0,498.0
92083,1,6,CA,18270.0,9650.0,5640.0,2570.0,17160.0,630.0,10980.0,11860.0,830.0,34580.0,320.0,240.0,80.0,2140.0,2850.0,816888.0,1527.0,4674.0,3128.0,707.0,39375.0,23788.0,11651.0,49175.0,0.0,35025.0,19108.0,24480.0,60.0,555.0,1538.0,1140.0,260.0,1375.0,285319.0,3137.0,4158.0,10543.0,460.0,7810.0,626.0,13124.0,17939.0,297.0,242.0,519.0,16.0,6237.0,2484.0,9849.0,539.0,121.0,63.0,789.0,257.0,1061.0,823.0,6285.0,5089.0,7446.0,4910.0,15091.0,426.0,450.0,97.0,998.0,89.0,2661.0,40964.0,166.0,305.0,632.0
92102,1,6,CA,20200.0,11900.0,4450.0,3440.0,19010.0,630.0,11130.0,13880.0,1090.0,35360.0,320.0,300.0,20.0,3020.0,2510.0,891952.0,1477.0,6321.0,4392.0,476.0,37132.0,37274.0,8930.0,40258.0,0.0,47946.0,12399.0,26507.0,52.0,1288.0,1536.0,937.0,438.0,1431.0,308097.0,2661.0,2893.0,13061.0,443.0,5882.0,386.0,10087.0,13737.0,271.0,144.0,436.0,38.0,5314.0,1806.0,8145.0,414.0,121.0,110.0,777.0,270.0,1135.0,567.0,6436.0,4338.0,9580.0,6823.0,14470.0,431.0,473.0,399.0,746.0,3944.0,2626.0,41391.0,399.0,868.0,927.0
92103,1,6,CA,20040.0,14220.0,4520.0,860.0,18930.0,490.0,9770.0,10540.0,1540.0,27450.0,190.0,150.0,40.0,1700.0,5110.0,1555169.0,18375.0,89792.0,64118.0,960.0,96362.0,419046.0,86549.0,135327.0,0.0,41475.0,60931.0,288722.0,75.0,14556.0,8494.0,2350.0,581.0,1929.0,249643.0,5497.0,14552.0,101751.0,692.0,29886.0,984.0,32362.0,42050.0,653.0,447.0,185.0,3040.0,60215.0,4155.0,42581.0,759.0,5034.0,18.0,842.0,100.0,403.0,951.0,16604.0,5630.0,1771.0,1116.0,3018.0,290.0,794.0,154.0,438.0,143.0,1338.0,25281.0,3555.0,14124.0,22816.0
92106,1,6,CA,9770.0,5040.0,3990.0,500.0,9160.0,320.0,5760.0,4440.0,680.0,17160.0,40.0,40.0,0.0,730.0,3310.0,870994.0,13114.0,70635.0,51217.0,554.0,64682.0,303848.0,63049.0,100987.0,0.0,17459.0,45071.0,211620.0,42.0,8977.0,6979.0,1577.0,173.0,1061.0,121098.0,3476.0,11912.0,77979.0,804.0,29135.0,917.0,23594.0,37814.0,816.0,376.0,0.0,2306.0,44157.0,1409.0,38733.0,412.0,2817.0,64.0,388.0,103.0,434.0,1045.0,9989.0,2704.0,1236.0,805.0,3757.0,209.0,358.0,69.0,578.0,59.0,899.0,13972.0,2642.0,10253.0,19218.0
92114,1,6,CA,32840.0,16680.0,10020.0,5510.0,30610.0,1360.0,19450.0,22990.0,1280.0,62040.0,610.0,510.0,100.0,4650.0,7080.0,1314736.0,2636.0,3037.0,1971.0,1722.0,33569.0,22158.0,19775.0,176063.0,0.0,78242.0,53799.0,11234.0,69.0,0.0,436.0,1177.0,523.0,3193.0,501680.0,8441.0,10499.0,14882.0,2117.0,14304.0,1598.0,26939.0,37460.0,834.0,987.0,2613.0,0.0,16392.0,12322.0,7097.0,551.0,36.0,316.0,1640.0,500.0,2586.0,1814.0,6990.0,6172.0,14853.0,10715.0,25584.0,1029.0,522.0,928.0,1618.0,12891.0,4285.0,79439.0,90.0,316.0,301.0
92124,2,6,CA,13470.0,6110.0,6030.0,940.0,12760.0,390.0,6190.0,8070.0,1140.0,27240.0,100.0,70.0,30.0,1600.0,3290.0,964767.0,5425.0,25394.0,17318.0,694.0,32587.0,126502.0,48314.0,115447.0,0.0,22729.0,44604.0,53673.0,79.0,2909.0,2715.0,1410.0,299.0,1542.0,205919.0,4055.0,7667.0,28577.0,433.0,14321.0,671.0,19780.0,25303.0,262.0,325.0,203.0,538.0,15936.0,4377.0,13539.0,348.0,298.0,130.0,833.0,291.0,661.0,1137.0,5602.0,2338.0,3095.0,2009.0,11638.0,412.0,337.0,72.0,1541.0,289.0,1480.0,29069.0,954.0,3505.0,3096.0
92154,1,6,CA,47090.0,22830.0,15430.0,7950.0,44060.0,1890.0,30160.0,33250.0,1700.0,93440.0,610.0,550.0,60.0,6080.0,8360.0,1942000.0,4125.0,8828.0,5788.0,1725.0,63837.0,48668.0,23894.0,178141.0,0.0,116789.0,53842.0,33732.0,121.0,686.0,1195.0,1664.0,598.0,3779.0,760363.0,9976.0,8015.0,19075.0,1448.0,18848.0,1758.0,29596.0,42425.0,860.0,933.0,2694.0,56.0,14955.0,13282.0,14143.0,937.0,3489.0,552.0,2197.0,783.0,4243.0,1825.0,12377.0,9967.0,24119.0,16840.0,39535.0,1479.0,757.0,722.0,2289.0,2284.0,7243.0,117708.0,201.0,965.0,1772.0
92201,1,6,CA,27390.0,13680.0,7560.0,5840.0,25460.0,1250.0,18900.0,17800.0,670.0,53190.0,390.0,280.0,110.0,4230.0,5360.0,970749.0,4423.0,13587.0,9294.0,1124.0,56831.0,68430.0,36924.0,108762.0,26.0,81263.0,50599.0,37370.0,114.0,1438.0,2279.0,1768.0,330.0,2473.0,430838.0,6444.0,9962.0,14574.0,2023.0,11690.0,1278.0,18929.0,18824.0,351.0,407.0,974.0,207.0,14121.0,5829.0,11890.0,656.0,210.0,316.0,1345.0,370.0,1712.0,705.0,9124.0,7514.0,19197.0,13733.0,26284.0,945.0,667.0,195.0,2008.0,211.0,3932.0,66199.0,321.0,1485.0,2232.0
92308,1,6,CA,18150.0,8530.0,6450.0,2910.0,17120.0,550.0,11020.0,12180.0,610.0,36220.0,210.0,150.0,60.0,2880.0,5300.0,734366.0,4696.0,10432.0,8125.0,965.0,31816.0,42442.0,28199.0,141709.0,29.0,42912.0,44929.0,56270.0,136.0,672.0,1806.0,1280.0,343.0,2271.0,290041.0,7215.0,6813.0,16424.0,926.0,7292.0,1166.0,14591.0,16301.0,454.0,807.0,1025.0,15.0,13085.0,3446.0,11560.0,451.0,44.0,124.0,928.0,181.0,1160.0,1974.0,6054.0,4085.0,10021.0,7143.0,17108.0,601.0,367.0,420.0,1364.0,524.0,2491.0,45461.0,346.0,998.0,5967.0
92595,1,6,CA,16110.0,7560.0,6080.0,2190.0,15110.0,530.0,9500.0,10250.0,790.0,31820.0,80.0,40.0,40.0,1990.0,3480.0,812944.0,2495.0,5007.0,3222.0,1178.0,35689.0,32269.0,19021.0,79310.0,0.0,39692.0,29930.0,30421.0,105.0,454.0,1714.0,1222.0,368.0,1828.0,244467.0,4102.0,6716.0,16513.0,862.0,11935.0,1372.0,19655.0,25037.0,1028.0,953.0,1290.0,29.0,13095.0,5383.0,11048.0,535.0,40.0,145.0,835.0,165.0,1236.0,2073.0,6329.0,4645.0,5914.0,3945.0,13411.0,534.0,606.0,361.0,1026.0,438.0,2202.0,38999.0,253.0,490.0,1611.0
92618,1,6,CA,27970.0,13090.0,12090.0,2040.0,26480.0,870.0,15930.0,14220.0,3490.0,55860.0,200.0,130.0,70.0,1610.0,3610.0,3429003.0,25732.0,77134.0,54878.0,1401.0,112125.0,675206.0,52276.0,67353.0,0.0,65594.0,28038.0,671566.0,123.0,15945.0,10412.0,5835.0,554.0,2737.0,383141.0,3850.0,10694.0,241938.0,1343.0,82117.0,2729.0,58771.0,97695.0,2463.0,1075.0,179.0,5313.0,56741.0,8879.0,100088.0,1849.0,10592.0,339.0,1737.0,133.0,2018.0,1730.0,22986.0,13863.0,4417.0,2590.0,16331.0,968.0,1354.0,270.0,2172.0,275.0,3549.0,45407.0,9719.0,22592.0,37833.0
93010,1,6,CA,22150.0,11210.0,8640.0,1960.0,20770.0,810.0,13040.0,11900.0,1200.0,40680.0,110.0,60.0,50.0,1810.0,6950.0,1416514.0,22301.0,62596.0,45921.0,1755.0,76038.0,280586.0,88109.0,209166.0,66.0,39350.0,83501.0,166106.0,134.0,4880.0,6867.0,3044.0,391.0,2632.0,304675.0,8200.0,20153.0,69404.0,973.0,30763.0,1883.0,40115.0,58254.0,1098.0,796.0,634.0,2191.0,35932.0,4223.0,39290.0,991.0,1151.0,140.0,1157.0,174.0,1362.0,1593.0,11902.0,9705.0,4356.0,2988.0,13032.0,653.0,868.0,116.0,1582.0,171.0,2228.0,42057.0,1613.0,9808.0,15154.0
93021,1,6,CA,17850.0,8230.0,7730.0,1620.0,16690.0,750.0,11120.0,9370.0,1020.0,35080.0,140.0,40.0,100.0,1110.0,4860.0,1449760.0,7381.0,35112.0,24130.0,1522.0,64230.0,162904.0,57382.0,119822.0,76.0,35747.0,53990.0,139625.0,145.0,5635.0,6614.0,2655.0,281.0,2145.0,241733.0,5106.0,13215.0,70164.0,1008.0,31186.0,1971.0,37779.0,58604.0,1104.0,714.0,377.0,1072.0,27126.0,2820.0,32035.0,895.0,1444.0,95.0,966.0,138.0,1447.0,1415.0,10444.0,8698.0,3417.0,2251.0,11342.0,575.0,799.0,66.0,1179.0,50.0,1881.0,33183.0,2422.0,5023.0,10264.0
